Sentiment,Customer Review,corpus
Negative,"Waktu itu beli di e-commerce sebelah bagus banget, jahitannya rapi. Tapi kenapa pas beli di sini jahitannya nggak rapi. Kayak buru2 buatnya ??, serius sih agak kecewa. Padahal udah excited banget. Semoga pas mau beli lagi nggak kayak gini ya ??",beli ecommerce belah bagus banget jahit rapi pas beli jahit rapi kayak buru buru serius sih kecewa excited banget moga pas beli kayak
Negative,"Pembelian kedua, tapi kali ini kecewa banget. Segelnya sudah terbuka, maskernya crumpled, dan karena beli yg hitam jadi ga keliatan apakah ini beneran masker baru atau bukan/sudah kotor :(",beli kali kecewa banget segel buka masker crumpled beli hitam lihat masker bukansudah kotor
Negative,packingnya tdk rapi hanya dibungkus plastik hitam saja pada saat sy terima bungkusannya sudah robek2 dan di salah satu sulingnya ada 2 mata kaitannya yg tidak ada,packingnya rapi bungkus plastik hitam terima bungkus robek2 salah suling 2 mata kait
Negative,"Saya pesan 2 paket, yg 1 paket tidak sesuai pesanan",pesan 2 paket 1 paket sesuai pesan
Negative,"Bahan panas, tipis, gatal kalau dipakai lebih dari 1jam",bahan panas tipis gatal pakai 1jam
Negative,"pengemasan lambat banget, pengiriman lamaaaaaa!!!",emas lambat banget kirim
Negative,"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",barang pecah kotak himbauan barang mudah pecah
Negative,Banyak tombol yg rusak... Batre rusak tidak bisa di charge.,tombol rusak baterai rusak charge
Negative,aktual nya barang tidak diterima...padahal ini order ke 2 untuk alamat dan penerima yang SAMA,aktual nya barang diterimapadahal order 2 alamat terima
Negative,packingan barangnya berantakan tdk rapi sm skali,packingan barang beranta rapi
Negative,jelek sekali packingnya...hand body saya pada tumpah...,jelek packingnyahand body tumpah
Negative,"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",buka bungkus nyata kirim paket diskon beli salah langsung selesai transaksi kabar paket satpam periksa kecewa layan deli diskon
Negative,Malah gak di kirim yg ini...,kirim
Negative,"pembelian pertama, pelayanan terburuk. respon lama, kirim lama",beli layan buruk respon kirim
Negative,"brg dtg ga sesuai pict, ga bs d pake, rusak pengaturan aliran air nya, itung2amal aza, hrg flashsale dan ongkir 15k",barang sesuai gambar pakai rusak atur alir air nya itung2amal harga flashsale ongkos kirim 15k
Negative,pengemasan cepat pngrimn cepat..produknyq beda kualitasnya yg ini kapasnya tipis bgt dan gmpng bocor.klihatn nerwang gx rata kpasnya d tgh gx ada kapasnya..pnts murah yahh..kemasn jg bolong�..biasanya sya beli gx kya gni amet..maaf ksh bntang 2,emas cepat pngrimn cepatproduknyq beda kualitas kapas tipis banget gampang bocorklihatn nerwang kpasnya kapasnyapnts murah yahhkemasn bolong beli kayak ametmaaf kasih bntang 2
Negative,"UDAH DI CHAT ,DITULIS DI DESKRIPSI, UDAH DIKONFIRMASI ULANG MASIH AJA DIKIRIM WARNA PUTIH JELAS JELAS ORDER FULL BLACK, DAN PENGIRIMAN LAMA BANGET. *TIDAK AMANAH*",chat tulis deskripsi konfirmasi ulang kirim warna putih order full black kirim banget amanah
Negative,"pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap",pia nya kak pas buka hancur bubble wrap
Negative,ada beberapa yang jahitan tidak rapih,jahit rapi
Negative,pesan 2 dikirim 1. ga bisa komplain. karena ga ada video. sudah dikirim foto tetap gabisa. respon lama. baru sehari setelahnya minta no.resi. ga waktu hari pas komplain minta nomor resi. silahkan ambil 16rbu nya.,pesan 2 kirim 1 komplain video kirim foto respon noresi pas komplain nomor resi sila ambil 16rbu nya
Negative,rasanya gak enak kuah nya masa kentel di bnyakin air malah asrep gak karuan pokok nya pretttt,enak kuah nya kental bnyakin air asrep karuan pokok nya pret
Negative,Pas chekout kemarin tulisanny dapet cashback.. 150 ribu pas barang udh dpt kok koinnya cashback ny berubah hanya dpt 50 ribu kecewa banget.. bulan depan ganti susu dari kalbe aja lah..,pas chekout kemarin tulisanny cashback 150 ribu pas barang koin cashback nya ubah 50 ribu kecewa banget ganti susu kalbe
Negative,ini buat kado loh. masa dusnya hancur seperti ini.,kado dus hancur
Negative,gampang lepas dan tidak nempel,gampang lepas tempel
Negative,"Barang yang dikirim kotor dan bekas, double tape sudah terbuka dan ada rambut, deskripsi padahal baru bukan bekas",barang kirim kotor bekas double tape buka rambut deskripsi bekas
Negative,Penjual gak jujur !! Respon kebanyakan BOT!,jual jujur respon bot
Negative,PRODUK DIKIRIM TIDAK LENGKAP !!!,produk kirim lengkap
Negative,"Tidak bisa berfungsi walaupun sudah di charge, padahl sudah beli mahal�",fungsi charge beli mahal
Negative,Barang nya kw!!! Lengket sangat lemah beda dengan 3M ori,barang nya kw lengket lemah beda 3m orisinal
Negative,pengait senter patahh sangt kecewaa,kait senter patahh kecewaa
Negative,tak seperti diiklan,iklan
Negative,"pengiriman sih cepat, cuma tag gun nya langsung rusak ga bisa dipake gan, saran, mnding di test dulu sebelum dikirim produknya supaya lain kali ngga kejadian kayak gini lagi.",kirim sih cepat tag gun nya langsung rusak pakai juragan saran tes kirim produk kali kayak
Negative,"Kecewa! beli terpal sesuai rekomendasi penjual. Terpal bocor, lem tidak rata. Chat ke penjual after sale tidak digubris. Parah Sih!",kecewa beli terpal sesuai rekomendasi jual terpal bocor lem chat jual after sale gubris parah sih
Negative,Packing cm kresek tipis jd dus nya rusak gini. Kurang recomended cara packing aplg buat produk yg mudah rusak gini. Hadehh kecewa,packing kresek tipis dus nya rusak recomended packing produk mudah rusak aduh kecewa
Negative,"baru 2x pake nge-cas, dan rusak",kali pakai ngecas rusak
Negative,"Untuk sampulnya, kenapa tidak pakai hard cover saja? Hard cover dilapis soft cover seperti ini, kesannya berantakan. Untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini",sampul pakai hard cover hard cover lap lembut cover kesan beranta batas buku cepat lepas baca buku
Negative,"pengiriman lama, kemasan penyok parah",kirim kemas penyok parah
Negative,"barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.",barang sesuai gambar kualitas harga murah kapok belanja
Negative,speaker dan mic nya ga bunyi,speaker mic nya bunyi
Negative,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",solid state drive nya pakai ganti
Negative,beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,beli 2 pakai hangus kapok beli 2 catridge minggu
Negative,trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,terima kasih barang sayang kulit cacat
Negative,pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak (pecah dan retak) jd tidak mungkin bisa terpakai.,epak saveti barang terima rusak pecah retak pakai
Negative,Yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung di dalam.. Mohon dicek kembali sblm dikirim,kuas angkat patah lepas brushnya cemplung mohon cek kirim
Negative,"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, GAK SOLUTIF, RUGI BELI DISINI, KAPOK ??????",beli 11 kirim 6 komplain no respon solutif rugi beli kapok
Negative,di foto bonus foto besar... Dateng nya kecill.. pencitraan sekali anda kill sungguh mengecewakan,foto bonus foto nya kecill citra kill sungguh kecewa
Negative,"Alat tidak berfungsi, sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas.",alat fungsi pasang sesuai instruksi pakai api pantik liquid gas
Negative,gak bisa nyala.,nyala
Negative,"pengiriman lama, charger tidak fast charging",kirim charger fast charging
Negative,Ga sesuai Datang cahaya putih. Padahal Minta cahaya yg hijau,sesuai cahaya putih cahaya hijau
Negative,barang yg dikirim gk sesuai modelnya,barang kirim sesuai model
Negative,"sorry banget nih, namanya review kan harus jujur ya,agak kecewa sama warnanya aja, pesannya mustard yg dateng orange, kupikir salah kirim ternyata menurut penjualnya mustard kayak gitu warnanya, padahal klo pun salah kirim saya gak nuntut apa apa",maaf banget nih nama review jujur yaagak kecewa warna pesan mustard orange pikir salah kirim nyata jual mustard kayak warna salah kirim tuntut
Negative,"penipu ini penjual, nano apanya, basah, becek, sudah mahal, *********",tipu jual nano basah becek mahal
Negative,"kurang puas nya sih krn barang yg di beli tidak ada stok nya, tp gpp lah, diganti dgn barang yg setara. trims",puas nya sih barang beli stok nya ganti barang tara terima kasih
Negative,"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap",recommend banget layan bagus sesuai foto beli 2 lampu mati lengkap
Negative,pesen 2 kok yg dateng cuma 1?tolong di cek ulang donk...,pesan 2 1tolong cek ulang
Negative,baru 5 hari barang sudah rusak padahal pemakaian normal. saya kirim balik barang nya ke penjual. katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga. jadi sementara saya kasih bintang 1 dulu. sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi,5 barang rusak pakai normal kirim barang nya jual masuk garansi toko service 1 kasih bintang 1 terima barang nya keaadaan normal fungsi
Negative,jelek,jelek
Negative,"Niatnya sihh baik dibonusin Creative Planting Kit, tp kayaknya ga dipikirin matang2 ngemasnya gimana biar ga berantakan di dalam box nya.. alhasil justru barang2 yg dipesen jadi kotor kena tumpahan pasir..",niat sih dibonusin creative planting kit kayak pikir matang2 ngemasnya biar beranta box nya alhasil barang barang sen kotor kena tumpah pasir
Negative,chat tidak dibalas pengiriman baru diproses ketika masa aktif sdah habis kacaw??,chat balas kirim proses aktif habis kacaw
Negative,Verifikasi nya lama. Jadi gak dapat pc bts padahal udah co jam 15.00 pas ??,verifikasi nya pc bts co jam 1500 pas
Negative,repon dan pengiriman lambat di luar estimasi,repon kirim lambat estimasi
Negative,pernah tanya kapan expd nya katanya 10/2023 ternyata exp 2022. kesel aja uda bela2in beli disini yg jauh lebih mahal dr toko lain demi dapet expd 2023,expd nya 102023 nyata exp 2022 kesal bela bela beli mahal toko expd 2023
Negative,PRODUK GAK DIKIRIM,produk kirim
Negative,tipis bgt kyk stocking??,tipis banget kayak stocking
Negative,"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",kecewa barang toko nya tanggung respon nya banget kecewa beli baca komen respon nya banget delivery nya kacau nyasarin barang tanggung beli barang barang kecewa
Negative,ternyata ukurannya kecil di bawah harapan,nyata ukur harap
Negative,belum seminggu udah ga fungsi,minggu fungsi
Negative,"barangnya gak sesuai gambar, biasa aja, pantes hrg murah",barang sesuai gambar harga murah
Negative,Tulisannya kayak kopian atau cetakan ulang,tulis kayak kopi cetak ulang
Negative,Kayaknya smua barangnya kempeess makannya dituliss klo kempes gabisa ganti ????????????????????,kayak barang kempeess makan dituliss kempes ganti
Negative,"Rasanya tidak sesuai ekspektasi, bener� kecewa. Yang emak hanya VALRHONA CHOCOLATE, sisanya gak enak semua. INTINYA: KECEWA",sesuai ekspektasi bener kecewa emak valrhona chocolate sisa enak inti kecewa
Negative,pesen apa dikirim apa ????????????????????????????????????????????,pesan kirim
Negative,Lama pengiriman.. atc di hari itu juga tpi gak di kirim2. Beberpa hr dlu br di kirim.,kirim atc kirim2 beberpa kirim
Negative,official tapi lama banget...,official banget
Negative,seller jelek ga recommended mending ga usah belanja disini,seller jelek recommended mending belanja
Negative,bahan tipis sekali,bahan tipis
Negative,"Sy pesan TIGA BUNGKUS mknan kucing merk Bolt ukuran SATU KILOGRAM. Tp dikirim HANYA SATU. Anehnya di label pengiriman tertulis 3 kg & 3 pieces (lihat foto). Dan nama penerima & alamatnya sudah benar. BAGAIMANA MUNGKIN? Padahal spt bisa dilihat di foto, dari ukuran bungkusnya saja TIDAK MUNGKIN hanya sebesar itu DAPAT berisi TIGA PCS / TIGA KILO. Sudah dikomplain tp TIDAK ADA RESPON yg berarti. Dana memang dikembalikan sebagian sesuai jumlah barang yg tidak dikirim. Tapi silahkan dinilai sendiri ...",pesan bungkus makan kucing merek bolt ukur kilogram kirim aneh label kirim tulis 3 kg 3 pieces lihat foto nama terima alamat surat pemberitahuan lihat foto ukur bungkus isi pcs kilo komplain respon arti dana sesuai barang kirim sila nilai
Negative,kualitas barang jelek.penguncinya sudah patah saat baru dibuka..,kualitas barang jelekpenguncinya patah buka
Negative,Barang nya tidak sesuai dgn anti fog embun besar kaca besar & jendela mobill yang ada hanya jendela mobil nya saja,barang nya sesuai anti fog embun kaca jendela mobill jendela mobil nya
Negative,"Penjual gak sopan santun , diblngin malah ngengasss , ANEH!!",jual sopan santun diblngin ngengas aneh
Negative,Mana gak ada bubble wrapnya,bubble wrapnya
Negative,"Emang harus hati2 belanja online ya, kayanya pas Beli ga ada tuh foto mukena �kombinasi�, tiba2 dikirim beda sama foto awal. untung tes Beli 1 sebelum beli puluhan untuk dikasih keorang. Cukup sekali aja Beli disini. Semoga bisa nemu toko yg amanah",hati hati belanja online pas beli foto mukena kombinasi kirim beda foto untung tes beli 1 beli puluh kasih orang beli moga temu toko amanah
Negative,"mungkin karena filternya terlalu canggih, jadi air yang keluar jadi kecil banget.",filter canggih air banget
Negative,gak sesuai harga malah kualitas nol,sesuai harga kualitas nol
Negative,"bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??",pakai kali robek kayak karet2 warna kuning deh
Negative,Tidak sesuai dengan apa yang dibayangkan,sesuai bayang
Negative,"Saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.",beli 20 hitam terima 10 komplain video ulang video rekam
Negative,"barang datang dengan cepat, tapi salah barang. yang datang malah ab wheel aa.",barang cepat salah barang ab wheel kakak
Negative,kwalitas nya rendah,kualitas nya rendah
Negative,"Baru 2 hari pemakaian, Kindle Paperwhite nya rusak. Penjual tidak mau di-return dan bantu klaim garansi. Sedih bangettt... ????????",2 pakai kindle paperwhite nya rusak jual direturn bantu klaim garansi sedih banget
Negative,toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,toko pakai 5 9 kasih 99 mati kali 99 jual
Negative,"Untuk pengiriman antar pulau penjual hanya packing dg 1 lapis kresek. Alhasil dusnya babakbelur penyok & sobek sana sini, padahal ini mau utk kado. Barang2 kecil saja di olshop lain dipakein bubble wrap & kotak double. Mana lama bgt baru dikirim, order Sabtu dikirim Senin. Shame on you ????",kirim pulau jual packing 1 lapis kresek alhasil dus babakbelur penyok sobek kado barang barang olshop dipakein bubble wrap kotak double banget kirim order sabtu kirim senin kecewa on
Negative,Udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah. Sialan kan!,sampenya banget minggu pas barang coba patah sial
Negative,"ini pembelian saya yg kedua, pmbelian yg sbelumnya potnya semua bagus, yg kedua ni saya beli 6 pot dan kyk ada bekas tembelan plastik retak, saya beli 6 dan semuanya sprti ini..",beli pmbelian sbelumnya pot bagus nih beli 6 pot kayak bekas tembel plastik retak beli 6
Negative,warnanya tidak sesuai,warna sesuai
Negative,isi tidak penuh dan tidak ada wangi nya. segel hanya pakai solatip seadanya,isi penuh wangi nya segel pakai solatip
