Sentiment,Customer Review,corpus
Negative,"barang pecah, dikotak tidak diberi himbauan barang mudah pecah","barang pecah, dikotak tidak diberi himbauan barang mudah pecah"
Negative,Banyak tombol yg rusak... Batre rusak tidak bisa di charge.,banyak tombol yg rusak... batre rusak tidak bisa di charge.
Negative,aktual nya barang tidak diterima...padahal ini order ke 2 untuk alamat dan penerima yang SAMA,aktual nya barang tidak diterima...padahal ini order ke 2 untuk alamat dan penerima yang sama
Negative,packingan barangnya berantakan tdk rapi sm skali,packingan barangnya berantakan tdk rapi sm skali
Negative,jelek sekali packingnya...hand body saya pada tumpah...,jelek sekali packingnya...hand body saya pada tumpah...
Negative,"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.","belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan deli meskipun diskon."
Negative,Malah gak di kirim yg ini...,malah gak di kirim yg ini...
Negative,"pembelian pertama, pelayanan terburuk. respon lama, kirim lama","pembelian pertama, pelayanan terburuk. respon lama, kirim lama"
Negative,"brg dtg ga sesuai pict, ga bs d pake, rusak pengaturan aliran air nya, itung2amal aza, hrg flashsale dan ongkir 15k","brg dtg ga sesuai pict, ga bs d pake, rusak pengaturan aliran air nya, itung2amal aza, hrg flashsale dan ongkir 15k"
Negative,pengemasan cepat pngrimn cepat..produknyq beda kualitasnya yg ini kapasnya tipis bgt dan gmpng bocor.klihatn nerwang gx rata kpasnya d tgh gx ada kapasnya..pnts murah yahh..kemasn jg bolong�..biasanya sya beli gx kya gni amet..maaf ksh bntang 2,pengemasan cepat pngrimn cepat..produknyq beda kualitasnya yg ini kapasnya tipis bgt dan gmpng bocor.klihatn nerwang gx rata kpasnya d tgh gx ada kapasnya..pnts murah yahh..kemasn jg bolong�..biasanya sya beli gx kya gni amet..maaf ksh bntang 2
Negative,"UDAH DI CHAT ,DITULIS DI DESKRIPSI, UDAH DIKONFIRMASI ULANG MASIH AJA DIKIRIM WARNA PUTIH JELAS JELAS ORDER FULL BLACK, DAN PENGIRIMAN LAMA BANGET. *TIDAK AMANAH*","udah di chat ,ditulis di deskripsi, udah dikonfirmasi ulang masih aja dikirim warna putih jelas jelas order full black, dan pengiriman lama banget. *tidak amanah*"
Negative,"pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap","pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap"
Negative,ada beberapa yang jahitan tidak rapih,ada beberapa yang jahitan tidak rapih
Negative,pesan 2 dikirim 1. ga bisa komplain. karena ga ada video. sudah dikirim foto tetap gabisa. respon lama. baru sehari setelahnya minta no.resi. ga waktu hari pas komplain minta nomor resi. silahkan ambil 16rbu nya.,pesan 2 dikirim 1. ga bisa komplain. karena ga ada video. sudah dikirim foto tetap gabisa. respon lama. baru sehari setelahnya minta no.resi. ga waktu hari pas komplain minta nomor resi. silahkan ambil 16rbu nya.
Negative,rasanya gak enak kuah nya masa kentel di bnyakin air malah asrep gak karuan pokok nya pretttt,rasanya gak enak kuah nya masa kentel di bnyakin air malah asrep gak karuan pokok nya pretttt
Negative,Pas chekout kemarin tulisanny dapet cashback.. 150 ribu pas barang udh dpt kok koinnya cashback ny berubah hanya dpt 50 ribu kecewa banget.. bulan depan ganti susu dari kalbe aja lah..,pas chekout kemarin tulisanny dapet cashback.. 150 ribu pas barang udh dpt kok koinnya cashback ny berubah hanya dpt 50 ribu kecewa banget.. bulan depan ganti susu dari kalbe aja lah..
Negative,ini buat kado loh. masa dusnya hancur seperti ini.,ini buat kado loh. masa dusnya hancur seperti ini.
Negative,gampang lepas dan tidak nempel,gampang lepas dan tidak nempel
Negative,"Barang yang dikirim kotor dan bekas, double tape sudah terbuka dan ada rambut, deskripsi padahal baru bukan bekas","barang yang dikirim kotor dan bekas, double tape sudah terbuka dan ada rambut, deskripsi padahal baru bukan bekas"
Negative,Penjual gak jujur !! Respon kebanyakan BOT!,penjual gak jujur !! respon kebanyakan bot!
Negative,PRODUK DIKIRIM TIDAK LENGKAP !!!,produk dikirim tidak lengkap !!!
Negative,"Tidak bisa berfungsi walaupun sudah di charge, padahl sudah beli mahal�","tidak bisa berfungsi walaupun sudah di charge, padahl sudah beli mahal�"
Negative,Barang nya kw!!! Lengket sangat lemah beda dengan 3M ori,barang nya kw!!! lengket sangat lemah beda dengan 3m ori
Negative,pengait senter patahh sangt kecewaa,pengait senter patahh sangt kecewaa
Negative,tak seperti diiklan,tak seperti diiklan
Negative,"pengiriman sih cepat, cuma tag gun nya langsung rusak ga bisa dipake gan, saran, mnding di test dulu sebelum dikirim produknya supaya lain kali ngga kejadian kayak gini lagi.","pengiriman sih cepat, cuma tag gun nya langsung rusak ga bisa dipake gan, saran, mnding di test dulu sebelum dikirim produknya supaya lain kali ngga kejadian kayak gini lagi."
Negative,"Kecewa! beli terpal sesuai rekomendasi penjual. Terpal bocor, lem tidak rata. Chat ke penjual after sale tidak digubris. Parah Sih!","kecewa! beli terpal sesuai rekomendasi penjual. terpal bocor, lem tidak rata. chat ke penjual after sale tidak digubris. parah sih!"
Negative,Packing cm kresek tipis jd dus nya rusak gini. Kurang recomended cara packing aplg buat produk yg mudah rusak gini. Hadehh kecewa,packing cm kresek tipis jd dus nya rusak gini. kurang recomended cara packing aplg buat produk yg mudah rusak gini. hadehh kecewa
Negative,"baru 2x pake nge-cas, dan rusak","baru 2x pake nge-cas, dan rusak"
Negative,"Untuk sampulnya, kenapa tidak pakai hard cover saja? Hard cover dilapis soft cover seperti ini, kesannya berantakan. Untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini","untuk sampulnya, kenapa tidak pakai hard cover saja? hard cover dilapis soft cover seperti ini, kesannya berantakan. untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini"
Negative,"pengiriman lama, kemasan penyok parah","pengiriman lama, kemasan penyok parah"
Negative,"barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.","barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi."
Negative,speaker dan mic nya ga bunyi,speaker dan mic nya ga bunyi
Negative,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...","ini gmn, ssd nya gak bisa di pake.... sy minta ganti..."
Negative,beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.
Negative,trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat
Negative,pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak (pecah dan retak) jd tidak mungkin bisa terpakai.,pengepakannya kurang saveti sehingga barang di terima dalam keadaan rusak (pecah dan retak) jd tidak mungkin bisa terpakai.
Negative,Yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung di dalam.. Mohon dicek kembali sblm dikirim,yg satu kuasnya diangkat sudah dalam keadaan patah /lepas.. brushnya nyemplung di dalam.. mohon dicek kembali sblm dikirim
Negative,"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, GAK SOLUTIF, RUGI BELI DISINI, KAPOK ??????","beli 11, dikirim cuma 6, komplain no respon, gak solutif, rugi beli disini, kapok ??????"
Negative,di foto bonus foto besar... Dateng nya kecill.. pencitraan sekali anda kill sungguh mengecewakan,di foto bonus foto besar... dateng nya kecill.. pencitraan sekali anda kill sungguh mengecewakan
Negative,"Alat tidak berfungsi, sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas.","alat tidak berfungsi, sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas."
Negative,gak bisa nyala.,gak bisa nyala.
Negative,"pengiriman lama, charger tidak fast charging","pengiriman lama, charger tidak fast charging"
Negative,Ga sesuai Datang cahaya putih. Padahal Minta cahaya yg hijau,ga sesuai datang cahaya putih. padahal minta cahaya yg hijau
Negative,barang yg dikirim gk sesuai modelnya,barang yg dikirim gk sesuai modelnya
Negative,"sorry banget nih, namanya review kan harus jujur ya,agak kecewa sama warnanya aja, pesannya mustard yg dateng orange, kupikir salah kirim ternyata menurut penjualnya mustard kayak gitu warnanya, padahal klo pun salah kirim saya gak nuntut apa apa","sorry banget nih, namanya review kan harus jujur ya,agak kecewa sama warnanya aja, pesannya mustard yg dateng orange, kupikir salah kirim ternyata menurut penjualnya mustard kayak gitu warnanya, padahal klo pun salah kirim saya gak nuntut apa apa"
Negative,"penipu ini penjual, nano apanya, basah, becek, sudah mahal, *********","penipu ini penjual, nano apanya, basah, becek, sudah mahal, *********"
Negative,"kurang puas nya sih krn barang yg di beli tidak ada stok nya, tp gpp lah, diganti dgn barang yg setara. trims","kurang puas nya sih krn barang yg di beli tidak ada stok nya, tp gpp lah, diganti dgn barang yg setara. trims"
Negative,"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap","tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, saya beli 2 tetapi lampu mati satu dan tidak lengkap"
Negative,pesen 2 kok yg dateng cuma 1?tolong di cek ulang donk...,pesen 2 kok yg dateng cuma 1?tolong di cek ulang donk...
Negative,baru 5 hari barang sudah rusak padahal pemakaian normal. saya kirim balik barang nya ke penjual. katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga. jadi sementara saya kasih bintang 1 dulu. sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi,baru 5 hari barang sudah rusak padahal pemakaian normal. saya kirim balik barang nya ke penjual. katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga. jadi sementara saya kasih bintang 1 dulu. sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi
Negative,jelek,jelek
Negative,"Niatnya sihh baik dibonusin Creative Planting Kit, tp kayaknya ga dipikirin matang2 ngemasnya gimana biar ga berantakan di dalam box nya.. alhasil justru barang2 yg dipesen jadi kotor kena tumpahan pasir..","niatnya sihh baik dibonusin creative planting kit, tp kayaknya ga dipikirin matang2 ngemasnya gimana biar ga berantakan di dalam box nya.. alhasil justru barang2 yg dipesen jadi kotor kena tumpahan pasir.."
Negative,chat tidak dibalas pengiriman baru diproses ketika masa aktif sdah habis kacaw??,chat tidak dibalas pengiriman baru diproses ketika masa aktif sdah habis kacaw??
Negative,Verifikasi nya lama. Jadi gak dapat pc bts padahal udah co jam 15.00 pas ??,verifikasi nya lama. jadi gak dapat pc bts padahal udah co jam 15.00 pas ??
Negative,repon dan pengiriman lambat di luar estimasi,repon dan pengiriman lambat di luar estimasi
Negative,pernah tanya kapan expd nya katanya 10/2023 ternyata exp 2022. kesel aja uda bela2in beli disini yg jauh lebih mahal dr toko lain demi dapet expd 2023,pernah tanya kapan expd nya katanya 10/2023 ternyata exp 2022. kesel aja uda bela2in beli disini yg jauh lebih mahal dr toko lain demi dapet expd 2023
Negative,PRODUK GAK DIKIRIM,produk gak dikirim
Negative,tipis bgt kyk stocking??,tipis bgt kyk stocking??
Negative,"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...","kecewa barang gak sampe... toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. jgn beli disini lagi untuk kalian yang baca komen ini. respon nya lama bgt ... dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. beli barang tapi barangnya gak sampe bener bener kecewa..."
Negative,ternyata ukurannya kecil di bawah harapan,ternyata ukurannya kecil di bawah harapan
Negative,belum seminggu udah ga fungsi,belum seminggu udah ga fungsi
Negative,"barangnya gak sesuai gambar, biasa aja, pantes hrg murah","barangnya gak sesuai gambar, biasa aja, pantes hrg murah"
Negative,Tulisannya kayak kopian atau cetakan ulang,tulisannya kayak kopian atau cetakan ulang
Negative,Kayaknya smua barangnya kempeess makannya dituliss klo kempes gabisa ganti ????????????????????,kayaknya smua barangnya kempeess makannya dituliss klo kempes gabisa ganti ????????????????????
Negative,"Rasanya tidak sesuai ekspektasi, bener� kecewa. Yang emak hanya VALRHONA CHOCOLATE, sisanya gak enak semua. INTINYA: KECEWA","rasanya tidak sesuai ekspektasi, bener� kecewa. yang emak hanya valrhona chocolate, sisanya gak enak semua. intinya: kecewa"
Negative,pesen apa dikirim apa ????????????????????????????????????????????,pesen apa dikirim apa ????????????????????????????????????????????
Negative,Lama pengiriman.. atc di hari itu juga tpi gak di kirim2. Beberpa hr dlu br di kirim.,lama pengiriman.. atc di hari itu juga tpi gak di kirim2. beberpa hr dlu br di kirim.
Negative,official tapi lama banget...,official tapi lama banget...
Negative,seller jelek ga recommended mending ga usah belanja disini,seller jelek ga recommended mending ga usah belanja disini
Negative,bahan tipis sekali,bahan tipis sekali
Negative,"Sy pesan TIGA BUNGKUS mknan kucing merk Bolt ukuran SATU KILOGRAM. Tp dikirim HANYA SATU. Anehnya di label pengiriman tertulis 3 kg & 3 pieces (lihat foto). Dan nama penerima & alamatnya sudah benar. BAGAIMANA MUNGKIN? Padahal spt bisa dilihat di foto, dari ukuran bungkusnya saja TIDAK MUNGKIN hanya sebesar itu DAPAT berisi TIGA PCS / TIGA KILO. Sudah dikomplain tp TIDAK ADA RESPON yg berarti. Dana memang dikembalikan sebagian sesuai jumlah barang yg tidak dikirim. Tapi silahkan dinilai sendiri ...","sy pesan tiga bungkus mknan kucing merk bolt ukuran satu kilogram. tp dikirim hanya satu. anehnya di label pengiriman tertulis 3 kg & 3 pieces (lihat foto). dan nama penerima & alamatnya sudah benar. bagaimana mungkin? padahal spt bisa dilihat di foto, dari ukuran bungkusnya saja tidak mungkin hanya sebesar itu dapat berisi tiga pcs / tiga kilo. sudah dikomplain tp tidak ada respon yg berarti. dana memang dikembalikan sebagian sesuai jumlah barang yg tidak dikirim. tapi silahkan dinilai sendiri ..."
Negative,kualitas barang jelek.penguncinya sudah patah saat baru dibuka..,kualitas barang jelek.penguncinya sudah patah saat baru dibuka..
Negative,Barang nya tidak sesuai dgn anti fog embun besar kaca besar & jendela mobill yang ada hanya jendela mobil nya saja,barang nya tidak sesuai dgn anti fog embun besar kaca besar & jendela mobill yang ada hanya jendela mobil nya saja
Negative,"Penjual gak sopan santun , diblngin malah ngengasss , ANEH!!","penjual gak sopan santun , diblngin malah ngengasss , aneh!!"
Negative,Mana gak ada bubble wrapnya,mana gak ada bubble wrapnya
Negative,"Emang harus hati2 belanja online ya, kayanya pas Beli ga ada tuh foto mukena �kombinasi�, tiba2 dikirim beda sama foto awal. untung tes Beli 1 sebelum beli puluhan untuk dikasih keorang. Cukup sekali aja Beli disini. Semoga bisa nemu toko yg amanah","emang harus hati2 belanja online ya, kayanya pas beli ga ada tuh foto mukena �kombinasi�, tiba2 dikirim beda sama foto awal. untung tes beli 1 sebelum beli puluhan untuk dikasih keorang. cukup sekali aja beli disini. semoga bisa nemu toko yg amanah"
Negative,"mungkin karena filternya terlalu canggih, jadi air yang keluar jadi kecil banget.","mungkin karena filternya terlalu canggih, jadi air yang keluar jadi kecil banget."
Negative,gak sesuai harga malah kualitas nol,gak sesuai harga malah kualitas nol
Negative,"bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??","bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??"
Negative,Tidak sesuai dengan apa yang dibayangkan,tidak sesuai dengan apa yang dibayangkan
Negative,"Saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam.","saya membeli 20 item, dan yg saya terima hanya 10. sudah komplain tdk bisa karena memang saya video ulang dikarenakan video pertama tidak ke rekam."
